Churned,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity,Credit_Balance
0,,3.9,12.0,24.2,,25.4,18.9,15.9,13.0,129.22,63.0,47.0,3.0,18.7,17.4,7.0,,3.0,3022.0
0,43.0,2.6,3.0,,4.1,13.9,0.5,0.0,7.0,129.09,47.0,64.7,2.0,32.3,8.5,1.0,1.0,2.0,1308.0
0,45.0,1.9,8.0,31.3,8.5,27.6,32.0,29.2,14.3,183.47,19.0,65.5,9.0,16.56,19.2,7.0,,2.0,2153.0
1,18.0,1.5,12.0,18.0,10.9,14.0,29.5,19.5,19.0,130.36,19.0,71.0,2.0,73.4,,2.0,2.0,2.0,2730.0
0,54.0,2.3,7.0,32.9,18.1,,76.8,15.4,18.0,61.41,38.0,19.2,4.0,25.9,2.9,5.0,6.0,,1811.0
1,29.0,5.4,7.0,20.7,6.0,11.0,5.5,6.3,8.0,194.17,27.0,63.3,4.0,55.2,5.5,11.0,2.0,4.0,865.0
0,46.0,2.5,3.0,24.8,1.7,10.7,19.7,16.7,10.0,88.09,54.0,61.0,1.0,43.9,7.7,8.0,2.0,5.0,2471.0
0,46.0,4.2,15.0,34.0,14.0,22.5,48.3,21.1,16.0,106.53,31.0,32.5,,51.8,8.8,7.0,3.0,2.0,1554.0
0,27.0,0.7,11.0,27.6,9.4,,21.3,12.8,11.0,70.13,37.0,68.2,1.0,39.1,3.1,9.0,6.0,2.0,2632.0
0,45.0,6.2,12.0,39.7,7.8,27.7,31.7,22.3,10.0,173.29,27.0,61.8,8.0,45.4,3.0,4.0,2.0,1.0,775.0
0,33.0,0.5,10.0,,5.8,13.5,,13.3,11.7,59.17,10.0,78.0,4.0,36.48,3.1,3.0,3.0,2.0,
1,18.0,2.2,4.0,14.4,1.5,7.6,41.7,0.2,8.0,174.26,50.0,65.9,1.0,1.8,6.4,10.0,0.0,4.0,995.0
0,52.0,4.0,20.0,43.7,17.6,31.8,81.9,43.0,20.0,79.81,11.0,27.7,10.0,50.2,4.7,3.0,8.0,2.0,3074.0
0,28.0,0.6,1.0,19.0,9.2,23.7,2.6,0.0,6.0,104.23,8.0,51.6,3.0,30.0,4.1,4.0,0.0,2.0,837.0
0,27.0,4.2,18.0,34.7,8.2,15.8,43.8,21.0,11.0,64.6,48.0,53.0,7.0,54.1,3.1,4.0,,2.0,2782.0
0,33.0,6.8,11.0,24.9,7.1,18.8,25.7,17.3,9.0,53.94,25.0,49.7,5.0,9.8,2.3,11.0,2.0,1.0,3224.0
0,41.0,4.7,26.0,41.7,12.7,25.2,66.9,27.4,16.0,79.46,3.0,43.1,12.0,70.5,6.5,4.0,5.0,3.0,3020.0
0,37.0,2.7,2.0,,4.5,9.6,15.0,,8.0,166.61,3.0,76.3,1.0,23.2,0.9,6.0,2.0,3.0,0.0
0,44.0,4.3,18.0,38.9,13.3,29.2,51.5,30.9,15.0,91.18,31.0,59.9,6.0,80.1,11.6,4.0,9.0,1.0,2633.0
0,21.0,1.2,7.0,23.8,8.3,4.0,22.7,19.1,15.6,75.54,57.0,49.0,1.0,,5.0,4.0,3.0,2.0,444.0
0,29.0,1.2,0.0,17.9,6.3,12.5,0.0,13.5,7.0,151.3,15.0,55.0,0.0,51.7,5.1,1.0,3.0,2.0,1936.0
0,36.0,1.9,7.0,25.8,7.8,6.1,9.7,15.2,9.0,63.41,31.0,54.9,3.0,14.1,,5.0,2.0,2.0,2254.0
1,60.0,9.0,12.0,,1.6,14.0,0.0,0.0,2.6,100.03,2.0,80.4,1.0,,0.2,7.0,3.0,3.0,133.0
0,,1.4,24.0,46.9,16.2,36.0,70.5,42.0,23.4,62.68,69.0,30.7,,84.11999999999999,4.2,6.0,6.0,4.0,1614.0
0,51.0,1.9,20.0,43.3,12.4,26.2,36.8,35.5,22.0,120.54,36.0,39.7,6.0,27.9,1.8,2.0,0.0,1.0,3200.0
0,38.0,3.4,28.0,44.4,14.1,35.7,84.3,27.1,18.0,107.17,2.0,44.4,6.0,30.3,4.1,2.0,5.0,2.0,2290.0
0,32.0,2.6,4.0,14.6,6.4,9.6,24.5,7.2,8.0,102.02,7.0,74.1,7.0,50.4,3.5,11.0,1.0,3.0,1596.0
0,,1.9,3.0,27.1,4.7,7.1,14.2,33.6,9.0,108.3,45.0,58.7,6.0,45.1,3.7,4.0,0.0,2.0,3372.0
0,35.0,3.5,14.0,19.8,7.8,12.0,49.0,20.8,22.0,144.01,42.0,47.3,,42.3,6.4,4.0,4.0,2.0,1206.0
0,45.0,2.9,1.0,28.6,7.7,30.1,40.9,32.8,13.0,92.31,28.0,59.9,3.0,18.0,3.5,8.0,,2.0,1687.0
1,54.0,2.8,9.0,19.2,3.2,9.2,36.9,14.2,9.0,99.15,16.0,73.2,1.0,50.5,,14.0,0.0,2.0,1108.0
0,42.0,5.6,0.0,26.2,9.7,,32.3,,11.7,68.05,10.0,46.0,3.0,38.04,4.4,3.0,4.0,1.0,734.0
0,52.0,7.1,19.0,36.9,10.8,24.6,61.0,32.3,13.0,98.2,,48.2,3.0,,11.5,5.0,7.0,2.0,2799.0
1,26.0,7.2,2.0,17.0,8.0,14.5,2.5,9.3,2.0,126.7,13.0,65.6,1.0,32.4,12.5,5.0,0.0,1.0,645.0
0,33.0,9.5,0.0,23.9,3.9,21.4,5.5,16.1,7.800000000000001,72.76,10.0,60.1,6.0,18.48,5.8,6.0,1.0,3.0,2018.0
0,29.0,4.2,16.0,22.7,10.0,15.3,41.2,26.0,13.0,81.4,10.0,63.0,2.0,29.4,1.0,7.0,1.0,3.0,3568.0
0,41.0,3.7,8.0,25.4,8.6,7.5,9.3,18.5,7.0,99.3,81.0,56.2,5.0,,3.0,9.0,2.0,1.0,4099.0
0,33.0,3.0,12.0,15.1,6.2,5.3,25.0,22.7,11.7,53.15,1.0,80.6,2.0,39.48,11.1,9.0,0.0,3.0,
0,46.0,2.4,8.0,28.8,11.9,16.8,31.0,3.5,9.0,148.9,80.0,60.4,2.0,,,8.0,1.0,1.0,2035.0
0,26.0,3.2,11.0,,4.3,20.8,43.7,11.2,7.800000000000001,88.53,39.0,62.9,1.0,48.84,,9.0,2.0,2.0,1688.0
0,38.0,5.5,13.0,31.0,9.3,21.9,14.0,27.3,9.0,137.25,19.0,52.5,7.0,60.1,6.7,3.0,5.0,1.0,2028.0
1,46.0,1.9,0.0,14.1,4.7,11.4,,0.1,5.0,55.5,1.0,77.3,2.0,62.3,5.7,10.0,0.0,1.0,635.0
0,18.0,1.6,13.0,24.8,7.5,19.3,5.1,8.0,8.0,83.8,72.0,69.3,3.0,43.1,1.5,8.0,4.0,2.0,436.0
1,63.0,3.8,4.0,16.4,8.0,10.0,55.2,0.0,12.0,105.68,58.0,60.5,0.0,26.3,18.3,11.0,0.0,2.0,2216.0
0,34.0,0.5,15.0,42.2,12.9,36.2,60.5,32.1,24.7,105.18,98.0,42.8,11.0,48.72,12.7,3.0,5.0,4.0,4614.0
1,18.0,1.3,9.0,16.1,4.9,16.9,27.7,0.0,6.0,149.61,,91.1,2.0,59.5,0.5,10.0,1.0,2.0,0.0
0,39.0,1.6,2.0,13.5,5.9,17.5,3.0,15.1,8.0,54.83,11.0,48.6,3.0,77.5,5.6,4.0,1.0,2.0,0.0
0,38.0,2.5,16.0,27.8,11.5,31.0,72.1,36.3,13.0,203.59,8.0,33.8,4.0,37.4,5.6,5.0,3.0,5.0,1076.0
0,37.0,5.0,26.0,52.0,22.7,,,55.6,24.0,95.71,29.0,32.2,17.0,52.6,0.6,4.0,3.0,2.0,4730.0
0,49.0,2.7,32.0,37.0,17.6,35.5,80.3,34.1,16.0,90.11,37.0,54.1,6.0,42.2,13.0,0.0,4.0,1.0,3556.0
0,46.0,6.5,0.0,30.2,5.9,,29.4,,7.0,96.31,,74.7,3.0,79.2,10.6,10.0,2.0,1.0,3367.0
1,41.0,1.2,21.0,38.3,13.2,30.6,,13.0,28.6,119.48,41.0,17.0,11.0,53.16,,6.0,3.0,5.0,2879.0
0,43.0,3.9,4.0,5.3,,7.4,0.0,0.0,5.0,110.03,30.0,86.9,0.0,69.8,5.7,8.0,0.0,2.0,753.0
0,36.0,0.5,13.0,,6.3,15.2,,29.3,7.0,42.79,5.0,91.2,1.0,8.2,7.4,4.0,0.0,1.0,791.0
0,59.0,1.0,12.0,38.6,12.4,22.7,48.7,37.8,15.0,129.76,49.0,32.6,10.0,44.4,6.1,2.0,3.0,1.0,4687.0
0,20.0,1.5,2.0,16.6,8.9,16.9,24.9,18.9,15.0,185.36,,72.5,1.0,35.0,4.8,4.0,1.0,5.0,2858.0
0,39.0,5.2,2.0,16.0,6.0,9.7,21.4,,9.0,131.25,20.0,68.6,3.0,21.4,7.4,6.0,1.0,2.0,0.0
0,38.0,2.1,10.0,20.6,9.8,18.2,26.4,0.4,9.0,58.77,14.0,52.8,2.0,,3.1,1.0,2.0,5.0,846.0
1,47.0,7.2,8.0,13.1,3.7,17.6,0.0,0.0,6.0,69.66,27.0,65.5,1.0,4.7,3.2,8.0,1.0,3.0,
1,27.0,1.4,4.0,15.0,4.8,11.3,10.0,0.0,7.0,157.67,7.0,74.8,1.0,43.7,13.9,8.0,0.0,,1457.0
0,18.0,0.3,20.0,41.2,14.0,42.9,38.4,43.9,16.0,129.44,77.0,28.4,,34.6,3.1,4.0,,3.0,3848.0
1,39.0,2.3,16.0,31.8,8.4,,42.9,0.5,41.6,179.77,16.0,48.6,8.0,71.64,10.5,5.0,4.0,3.0,3320.0
0,41.0,9.3,17.0,27.0,11.8,31.4,26.8,30.0,22.0,56.71,36.0,48.6,9.0,12.2,,3.0,6.0,1.0,
0,55.0,6.8,10.0,36.9,11.6,25.5,78.7,39.5,19.5,137.02,14.0,38.9,9.0,44.04,,8.0,8.0,1.0,
0,22.0,1.6,4.0,7.1,6.3,,8.8,7.4,7.0,174.51,1.0,71.7,1.0,59.1,2.9,5.0,2.0,4.0,62.0
0,51.0,1.5,27.0,37.0,8.1,25.0,42.0,46.2,15.0,102.13,28.0,52.7,3.0,40.1,,4.0,2.0,2.0,2101.0
0,66.0,5.2,0.0,14.7,4.3,4.2,10.6,11.4,6.0,157.41,27.0,64.5,2.0,27.0,1.5,6.0,1.0,1.0,1455.0
0,33.0,5.8,16.0,28.2,7.6,24.7,,21.4,17.0,63.69,40.0,30.7,11.0,18.7,14.3,3.0,5.0,1.0,1423.0
1,22.0,3.8,0.0,20.6,6.5,14.7,7.1,0.0,4.0,74.99,4.0,72.9,1.0,16.9,6.2,5.0,1.0,1.0,1845.0
0,33.0,4.5,21.0,30.9,5.1,20.4,41.3,29.9,13.0,219.43,23.0,38.0,7.0,41.4,1.1,5.0,2.0,2.0,2231.0
0,38.0,1.9,24.0,52.5,17.6,42.6,93.2,50.9,32.5,132.16,3.0,5.9,12.0,53.64,12.2,0.0,6.0,4.0,4080.0
0,44.0,10.0,0.0,10.3,6.6,4.8,17.8,0.2,9.0,132.82,15.0,71.2,3.0,14.8,8.3,3.0,3.0,4.0,495.0
1,30.0,2.7,2.0,,8.5,10.1,8.1,17.6,13.0,85.62,127.0,73.4,3.0,79.55999999999999,1.6,5.0,,1.0,2593.0
0,56.0,1.7,18.0,36.6,14.9,,49.1,56.2,21.0,97.16,15.0,25.4,12.0,56.0,0.8,4.0,9.0,1.0,
0,24.0,1.1,11.0,26.2,6.4,0.0,5.5,13.1,16.900000000000002,76.83,,68.5,2.0,51.12,1.6,8.0,1.0,,1886.0
1,18.0,4.9,9.0,22.7,8.2,12.4,13.2,,11.0,98.26,116.0,65.2,2.0,66.5,8.0,7.0,4.0,1.0,2452.0
1,51.0,5.6,0.0,14.5,4.3,7.4,35.6,0.0,12.0,149.89,23.0,76.9,1.0,,19.5,11.0,1.0,1.0,
1,18.0,2.6,7.0,22.2,6.2,13.6,38.1,,11.0,125.97,90.0,70.8,5.0,55.2,10.3,8.0,3.0,1.0,0.0
1,35.0,2.7,5.0,9.5,6.3,12.6,13.7,,9.0,226.74,44.0,70.7,,6.8,9.1,7.0,0.0,3.0,590.0
0,75.0,5.2,14.0,31.2,9.4,22.3,13.5,28.0,10.0,90.96,19.0,52.5,3.0,59.8,15.2,3.0,0.0,2.0,2663.0
1,37.0,5.6,0.0,13.5,6.7,5.6,,13.7,5.0,100.47,72.0,68.2,3.0,41.8,10.5,3.0,0.0,1.0,889.0
1,24.0,4.2,7.0,10.0,8.8,8.2,41.4,10.2,6.0,115.7,77.0,67.9,2.0,30.8,8.4,7.0,1.0,3.0,1967.0
0,37.0,4.8,13.0,,12.0,22.7,72.7,4.8,18.0,99.59,85.0,66.3,2.0,32.1,3.5,4.0,6.0,2.0,5069.0
0,37.0,4.4,23.0,23.0,7.3,20.9,54.4,25.5,11.7,65.02,23.0,59.0,4.0,60.84,9.5,8.0,2.0,4.0,2480.0
0,,1.6,20.0,34.5,12.8,30.0,54.7,32.3,22.1,72.98,16.0,38.0,3.0,70.92,9.7,4.0,,4.0,2298.0
0,45.0,5.7,26.0,43.3,14.0,36.8,37.2,30.2,27.3,108.34,11.0,48.6,8.0,77.52,13.1,4.0,3.0,2.0,5922.0
0,,0.8,10.0,,4.0,4.8,14.4,0.0,8.0,140.81,2.0,73.7,1.0,52.5,6.3,9.0,1.0,3.0,
0,58.0,2.8,16.0,19.4,8.6,,43.4,4.7,15.0,84.3,2.0,41.5,4.0,25.0,5.6,5.0,3.0,2.0,59.0
0,40.0,3.1,9.0,,6.7,14.2,51.3,8.3,13.0,77.5,1.0,67.1,5.0,32.16,1.3,7.0,0.0,3.0,2225.0
0,46.0,2.9,22.0,48.3,12.7,31.1,44.9,49.1,24.0,162.0,,8.7,8.0,,4.8,3.0,4.0,3.0,
0,30.0,3.3,9.0,12.2,8.9,17.4,44.2,21.2,8.0,137.74,8.0,71.7,3.0,37.3,3.3,4.0,2.0,1.0,1648.0
0,53.0,1.3,23.0,42.5,14.7,,51.9,54.9,21.0,178.7,40.0,25.9,13.0,26.4,5.8,3.0,4.0,3.0,3541.0
1,34.0,2.5,10.0,17.6,4.8,17.4,2.1,7.6,11.7,115.36,114.0,72.3,3.0,83.64,1.2,11.0,2.0,1.0,98.0
0,41.0,2.0,15.0,45.6,13.0,36.7,50.0,37.5,19.5,64.49,5.0,35.8,10.0,47.76,4.3,4.0,2.0,2.0,638.0
0,26.0,4.5,2.0,,5.7,1.5,17.1,,2.0,125.65,19.0,66.6,1.0,52.3,2.1,7.0,0.0,3.0,1088.0
0,26.0,2.5,32.0,37.5,10.1,37.0,82.0,39.8,22.0,67.38,53.0,43.2,8.0,28.5,10.2,7.0,5.0,2.0,3988.0
0,46.0,4.7,13.0,33.8,13.0,26.8,56.3,22.4,13.0,122.52,1.0,38.0,9.0,64.9,1.3,4.0,5.0,2.0,
0,32.0,2.0,12.0,25.1,6.3,,19.7,20.4,6.0,56.4,0.0,67.5,5.0,32.4,2.5,12.0,0.0,,0.0
0,27.0,4.1,12.0,31.1,9.1,24.6,,8.4,10.0,172.0,37.0,52.9,6.0,58.1,0.1,4.0,3.0,,2093.0
0,30.0,4.4,5.0,31.6,7.7,,39.7,,7.0,84.34,10.0,70.4,1.0,49.4,4.2,5.0,3.0,1.0,1188.0
0,46.0,2.0,10.0,26.2,9.8,17.5,27.4,0.5,11.0,80.61,39.0,64.9,3.0,26.9,7.8,8.0,2.0,1.0,2407.0
0,30.0,1.5,5.0,13.8,9.9,14.4,18.9,23.5,7.0,84.4,91.0,57.3,0.0,,5.2,1.0,5.0,3.0,
0,,0.6,16.0,31.4,9.9,23.9,47.6,47.6,12.0,81.54,50.0,54.2,5.0,17.7,2.1,10.0,5.0,2.0,
0,38.0,3.2,19.0,24.8,5.6,19.6,0.0,28.6,10.0,88.49,8.0,47.5,3.0,12.3,6.7,5.0,5.0,1.0,3610.0
1,18.0,4.0,3.0,36.7,10.3,30.1,48.0,11.1,19.0,200.36,6.0,43.5,6.0,33.4,15.4,6.0,3.0,2.0,4049.0
1,20.0,7.4,21.0,32.0,8.2,21.6,42.7,18.5,13.0,102.9,29.0,36.6,8.0,77.6,7.2,8.0,1.0,1.0,1065.0
1,42.0,0.2,17.0,28.6,8.6,19.1,6.5,17.8,9.0,120.18,17.0,50.3,3.0,,3.6,3.0,1.0,2.0,2554.0
1,29.0,1.4,2.0,17.1,9.7,,49.0,11.9,9.1,95.68,54.0,78.2,0.0,52.56,6.3,6.0,0.0,3.0,754.0
1,50.0,2.1,8.0,35.0,7.1,26.5,,19.6,12.0,61.03,7.0,67.3,2.0,34.6,8.1,7.0,,3.0,2716.0
0,49.0,2.7,32.0,61.3,17.5,52.3,86.2,70.8,27.0,103.97,36.0,0.0,15.0,,3.2,1.0,9.0,1.0,
0,46.0,2.8,16.0,26.2,8.5,16.8,50.5,12.0,18.0,169.98,113.0,58.7,7.0,39.1,5.4,3.0,10.0,2.0,
0,59.0,4.7,0.0,7.6,6.4,10.9,,,9.0,136.44,59.0,84.4,1.0,46.4,17.9,7.0,0.0,3.0,341.0
1,37.0,1.1,12.0,17.2,7.3,9.0,22.6,2.5,10.4,114.24,80.0,71.8,1.0,26.88,4.0,9.0,4.0,2.0,1104.0
0,45.0,2.2,6.0,5.6,6.1,12.2,0.0,,5.0,129.26,,71.9,,,1.0,5.0,0.0,1.0,1815.0
0,30.0,4.3,9.0,18.8,8.1,14.5,27.4,0.0,9.0,129.49,29.0,62.8,4.0,58.2,1.4,9.0,2.0,1.0,0.0
1,67.0,1.3,6.0,14.2,8.4,11.2,,2.6,7.0,87.99,118.0,79.4,4.0,65.3,5.4,7.0,3.0,3.0,796.0
0,,0.7,17.0,42.2,14.5,40.7,77.0,37.5,18.0,61.71,0.0,37.2,3.0,42.2,11.9,3.0,8.0,1.0,4100.0
0,38.0,5.3,16.0,33.9,9.9,32.6,74.9,24.1,20.0,105.56,1.0,22.9,10.0,,2.6,5.0,6.0,1.0,2550.0
0,42.0,2.8,20.0,,4.2,7.7,,14.9,13.0,107.16,19.0,68.5,2.0,21.12,3.5,3.0,1.0,3.0,
1,54.0,2.9,0.0,25.0,6.5,19.5,,10.1,9.0,216.35,126.0,49.4,2.0,,5.9,11.0,5.0,,781.0
1,36.0,3.6,1.0,15.8,3.9,0.5,,,7.0,113.25,83.0,61.2,1.0,59.1,6.8,8.0,2.0,1.0,2275.0
0,30.0,1.0,10.0,15.2,7.1,13.9,29.3,14.0,10.0,138.87,,63.2,2.0,42.8,9.8,2.0,1.0,2.0,1671.0
1,48.0,2.9,17.0,23.7,7.3,21.9,32.7,20.5,22.1,289.27,17.0,67.4,2.0,38.76,1.4,6.0,2.0,3.0,1670.0
0,38.0,1.1,18.0,33.2,10.4,30.5,28.0,31.4,16.0,144.16,72.0,31.0,8.0,34.0,,3.0,,3.0,2973.0
1,40.0,1.2,26.0,40.4,,44.4,,34.2,18.0,217.83,13.0,45.1,3.0,21.2,13.4,7.0,4.0,3.0,4266.0
0,27.0,1.8,5.0,31.3,8.9,16.4,61.6,20.2,17.0,190.51,2.0,70.2,,15.4,,4.0,3.0,2.0,3936.0
0,18.0,0.5,26.0,56.7,19.6,43.4,71.0,48.7,29.0,120.86,16.0,36.4,13.0,32.9,6.6,1.0,,2.0,3337.0
0,40.0,2.8,0.0,20.6,,9.8,17.1,0.0,3.0,99.2,3.0,64.7,0.0,20.7,3.9,7.0,1.0,3.0,0.0
0,,1.0,21.0,40.4,16.8,31.9,43.4,49.7,21.0,101.04,41.0,38.3,7.0,52.6,5.2,4.0,,3.0,3009.0
1,35.0,1.3,3.0,17.3,6.0,10.6,0.0,17.2,3.9,83.83,11.0,92.4,0.0,67.8,6.1,8.0,1.0,3.0,0.0
0,55.0,6.0,6.0,20.5,7.4,15.8,32.4,,18.2,85.96,70.0,64.3,1.0,93.24,5.2,5.0,2.0,1.0,177.0
0,29.0,2.5,29.0,45.9,15.1,37.1,71.3,35.3,19.0,161.49,8.0,16.2,9.0,4.5,8.7,3.0,3.0,3.0,2140.0
0,25.0,5.2,14.0,39.5,5.8,25.7,21.1,1.0,11.7,68.68,30.0,58.4,4.0,32.16,0.4,3.0,2.0,2.0,1478.0
0,37.0,3.4,18.0,23.1,11.7,22.2,51.9,22.9,18.0,88.75,6.0,59.3,10.0,39.4,6.7,6.0,,3.0,
0,37.0,1.1,14.0,29.2,8.7,17.8,14.6,20.4,9.0,109.61,17.0,53.6,2.0,14.4,5.4,7.0,1.0,3.0,1409.0
0,,3.1,8.0,13.0,6.6,12.2,45.4,11.8,7.0,136.32,59.0,66.8,,56.1,1.3,6.0,0.0,3.0,1102.0
1,28.0,2.1,7.0,,2.5,12.6,0.0,5.7,4.0,110.37,47.0,80.0,0.0,4.6,9.4,8.0,1.0,3.0,1125.0
1,54.0,1.6,7.0,36.7,8.6,30.5,35.4,31.1,16.0,137.55,76.0,44.2,2.0,16.5,12.5,8.0,2.0,1.0,1913.0
0,61.0,5.7,3.0,20.5,3.8,14.3,5.8,12.8,6.0,59.63,9.0,66.1,1.0,30.5,2.5,8.0,,1.0,0.0
0,37.0,0.6,22.0,46.5,16.2,37.4,45.9,44.9,19.0,119.03,7.0,32.6,12.0,10.3,7.2,5.0,7.0,3.0,2506.0
1,52.0,2.6,12.0,20.1,,8.5,22.2,1.2,4.0,114.27,14.0,69.8,0.0,69.4,6.6,6.0,1.0,2.0,1461.0
0,25.0,4.5,18.0,34.2,10.4,24.3,46.5,42.0,14.3,88.98,29.0,50.9,5.0,56.88,4.1,1.0,7.0,1.0,1609.0
0,50.0,5.0,10.0,,3.5,15.0,15.0,6.3,7.0,86.76,9.0,73.8,1.0,68.4,3.5,6.0,3.0,4.0,0.0
1,50.0,1.5,0.0,10.4,3.7,10.5,0.0,0.0,9.0,93.49,2.0,72.1,1.0,22.5,3.2,9.0,0.0,2.0,68.0
0,48.0,3.8,14.0,12.5,3.8,14.8,15.6,16.7,12.0,169.36,12.0,68.7,5.0,28.4,4.0,3.0,3.0,1.0,773.0
0,37.0,1.3,4.0,22.0,,11.9,30.7,9.1,19.5,83.97,48.0,63.0,1.0,38.76,,6.0,4.0,2.0,744.0
0,18.0,4.0,9.0,,2.0,13.7,18.1,35.5,10.0,112.58,27.0,82.8,4.0,,4.2,5.0,1.0,3.0,1766.0
0,,3.0,23.0,35.8,13.4,19.7,61.7,50.7,14.0,90.02,177.0,51.4,6.0,23.9,7.6,8.0,1.0,2.0,699.0
0,30.0,1.1,12.0,45.2,12.0,36.7,39.3,35.7,19.5,99.11,3.0,49.3,9.0,79.2,8.0,3.0,4.0,1.0,1265.0
1,26.0,4.7,4.0,23.3,8.6,9.8,2.1,16.0,16.0,114.24,4.0,48.3,2.0,29.6,5.3,10.0,3.0,2.0,2601.0
0,39.0,1.6,28.0,47.3,11.9,33.9,60.0,51.2,22.0,105.2,1.0,24.0,12.0,64.5,1.7,3.0,12.0,4.0,3798.0
0,,3.9,11.0,24.8,6.4,14.2,1.0,0.0,9.1,52.97,14.0,63.7,2.0,93.48,2.1,8.0,1.0,2.0,180.0
0,28.0,2.4,9.0,35.5,,,41.1,41.9,18.2,64.78,60.0,56.2,10.0,,1.7,5.0,4.0,1.0,2992.0
0,25.0,6.5,19.0,35.2,9.0,,31.0,21.2,23.4,89.7,2.0,41.8,2.0,42.96,8.5,3.0,2.0,1.0,1039.0
1,29.0,2.1,0.0,5.1,5.2,10.3,0.0,0.0,4.0,247.31,32.0,67.1,1.0,48.6,12.4,7.0,1.0,3.0,349.0
0,51.0,1.2,21.0,37.8,14.0,,89.4,37.2,26.0,133.21,,10.6,8.0,22.56,4.9,1.0,8.0,3.0,4558.0
1,30.0,3.7,4.0,13.8,6.2,5.8,0.0,22.1,7.0,56.09,25.0,55.2,3.0,16.0,9.9,7.0,1.0,,0.0
0,31.0,1.4,12.0,20.3,7.9,16.6,40.3,21.6,9.0,105.0,2.0,52.5,7.0,44.1,3.2,8.0,4.0,1.0,917.0
0,32.0,2.1,10.0,25.0,9.0,9.1,29.9,28.2,8.0,82.27,72.0,62.9,4.0,61.2,,8.0,2.0,4.0,1253.0
1,42.0,5.9,0.0,,1.0,6.5,17.4,7.4,5.2,160.64,11.0,86.4,0.0,49.32,8.5,8.0,2.0,1.0,126.0
1,43.0,0.3,1.0,,1.0,12.9,,6.8,7.0,51.73,77.0,86.1,1.0,16.3,4.2,8.0,0.0,4.0,916.0
1,18.0,4.4,5.0,16.9,8.1,9.5,21.6,3.9,5.0,136.11,21.0,62.0,2.0,24.3,7.5,7.0,1.0,2.0,657.0
0,50.0,6.8,15.0,22.1,6.7,11.1,25.0,23.1,9.0,107.16,6.0,70.9,3.0,52.9,4.0,8.0,1.0,3.0,
1,55.0,10.0,21.0,35.5,11.5,23.8,52.5,32.1,15.0,151.65,34.0,45.9,6.0,40.4,4.6,6.0,2.0,4.0,1817.0
1,25.0,3.8,16.0,14.3,2.3,18.0,,0.0,26.0,76.45,8.0,73.7,1.0,33.12,19.1,15.0,3.0,2.0,1666.0
1,26.0,2.2,0.0,25.8,6.6,16.6,22.9,17.2,8.0,105.22,107.0,73.7,1.0,17.7,12.5,4.0,3.0,2.0,2055.0
0,32.0,2.8,24.0,41.5,16.2,28.8,41.2,33.7,19.0,131.81,21.0,40.4,6.0,55.7,1.5,2.0,2.0,1.0,3097.0
0,28.0,1.6,7.0,20.4,10.6,20.7,11.1,24.8,9.0,95.46,11.0,36.1,7.0,26.7,23.1,3.0,2.0,1.0,2988.0
0,40.0,2.0,14.0,36.9,10.9,27.2,56.4,27.2,18.0,224.96,6.0,39.2,13.0,16.3,8.5,5.0,3.0,1.0,
0,18.0,1.8,25.0,43.5,12.7,29.1,44.7,59.3,26.0,109.13,67.0,38.4,7.0,49.440000000000005,0.2,6.0,7.0,1.0,4356.0
0,24.0,8.9,9.0,19.1,5.8,15.4,25.5,32.7,9.0,67.6,6.0,69.5,,36.4,10.0,6.0,2.0,3.0,
1,10.0,0.6,1.0,,7.0,9.7,29.0,0.0,7.0,143.42,3.0,79.1,0.0,60.2,5.1,8.0,1.0,2.0,0.0
0,26.0,2.9,8.0,23.9,7.7,19.8,50.6,19.8,13.0,103.42,122.0,48.5,4.0,37.4,1.9,5.0,5.0,2.0,2974.0
0,52.0,7.8,17.0,40.1,9.9,8.4,,18.5,11.0,58.96,28.0,63.6,8.0,53.9,8.6,8.0,2.0,2.0,
1,42.0,1.8,4.0,4.1,,5.7,31.0,8.5,3.0,171.72,,76.9,,53.3,13.4,11.0,0.0,2.0,621.0
1,18.0,1.7,16.0,36.8,10.5,18.6,25.6,25.5,15.0,76.58,17.0,52.8,5.0,20.1,2.3,2.0,3.0,3.0,2703.0
1,45.0,1.0,0.0,11.5,5.8,8.1,,6.5,9.0,59.49,12.0,88.2,3.0,53.4,21.2,9.0,,1.0,
0,36.0,1.5,12.0,28.7,7.2,13.9,39.7,32.8,10.0,294.92,67.0,60.2,3.0,,9.3,5.0,2.0,2.0,2742.0
0,32.0,2.0,23.0,46.0,15.0,33.4,67.8,55.1,21.0,40.75,64.0,31.4,12.0,28.8,4.7,7.0,3.0,2.0,4578.0
0,40.0,3.7,2.0,15.8,5.0,12.8,29.6,13.1,3.9,79.55,8.0,75.0,0.0,54.72,3.0,5.0,0.0,3.0,1448.0
0,43.0,5.2,13.0,23.3,7.8,29.7,13.3,12.7,14.0,128.61,60.0,67.8,4.0,31.7,3.5,2.0,2.0,1.0,1851.0
0,46.0,1.4,20.0,45.4,,28.5,40.5,49.6,19.0,107.94,8.0,38.4,8.0,8.9,2.3,5.0,4.0,2.0,3234.0
